Label;count
Forest land remaining Forest land;206
Cropland converted to Forest land;4469
Cropland remaining Cropland;9485
Cropland converted to Grassland;457
Cropland converted to Artificial land;1982
Artificial land remaining Artificial land;7870
Residual land remaining Residual land;4728
