"Region","Year","ForestAreaOriginal","ForestsMatMin","ForestsMatMax","ForestsYoMin","ForestsYoMax"
"DK",2000,585500.0625,409850,761150,0,0
"DK",2001,589279.17266,412495,766062,0,0
"DK",2002,593058.28282,415140,770975,0,0
"DK",2003,596837.39298,417786,775888,0,0
"DK",2004,600616.50314,420431,780801,0,0
"DK",2005,604395.6133,423076,785714,0,0
"DK",2006,608160.23596,425712,790608,0,0
"DK",2007,611924.85862,428347,795502,0,0
"DK",2008,615689.48128,430982,800396,0,0
"DK",2009,619454.10394,433617,805290,0,0
"DK",2010,623218.7266,436253,810184,0,0
"DK",2011,625680.1141,437976,813384,0,0
"DK",2012,628141.5016,439699,816583,0,0
"DK",2013,630602.8891,441422,819783,0,0
"DK",2014,633064.2766,443144,822983,0,0
"DK",2015,635525.6641,444867,826183,0,0
"DK",2016,637330.69534,446131,828529,0,0
"DK",2017,639135.72658,447395,830876,0,0
"DK",2018,640940.75782,448658,833222,0,0
"DK",2019,642745.78906,449922,835569,0,0
"DK",2020,644550.8203,451185,837916,0,0
"DK",2021,646464.8328,452525,840404,0,0
"DK",2022,648378.8453,453865,842892,0,0
"DK",2023,650292.8578,455205,845380,0,0
"DK",2024,652206.8703,456544,847868,0,0
"DK",2025,654120.8828,457884,850357,0,0
"DK",2026,656143.83124,459300,852986,0,0
"DK",2027,658166.77968,460716,855616,0,0
"DK",2028,660189.72812,462132,858246,0,0
"DK",2029,662212.67656,463548,860876,0,0
"DK",2030,664235.625,464964,863506,0,0
"DK",2031,666265.58438,466385,866145,0,0
"DK",2032,668295.54376,467806,868784,0,0
"DK",2033,670325.50314,469227,871423,0,0
"DK",2034,672355.46252,470648,874062,0,0
"DK",2035,674385.4219,472069,876701,0,0
"DK",2036,676422.90002,473496,879349,0,0
"DK",2037,678460.37814,474922,881998,0,0
"DK",2038,680497.85626,476348,884647,0,0
"DK",2039,682535.33438,477774,887295,0,0
"DK",2040,684572.8125,479200,889944,0,0
"DK",2041,685854.15312,480097,891610,0,0
"DK",2042,687135.49374,480994,893276,0,0
"DK",2043,688416.83436,481891,894941,0,0
"DK",2044,689698.17498,482788,896607,0,0
"DK",2045,690979.5156,483685,898273,0,0
"DK",2046,691846.7828,484292,899400,0,0
"DK",2047,692714.05,484899,900528,0,0
"DK",2048,693581.3172,485506,901655,0,0
"DK",2049,694448.5844,486114,902783,0,0
"DK",2050,695315.8516,486721,903910,0,0
"DK",2051,695242.51096,486669,903815,0,0
"DK",2052,695169.17032,486618,903719,0,0
"DK",2053,695095.82968,486567,903624,0,0
"DK",2054,695022.48904,486515,903529,0,0
"DK",2055,694949.1484,486464,903433,0,0
"DK",2056,694881.74528,486417,903346,0,0
"DK",2057,694814.34216,486370,903258,0,0
"DK",2058,694746.93904,486322,903171,0,0
"DK",2059,694679.53592,486275,903083,0,0
"DK",2060,694612.1328,486228,902995,0,0
"DK",2061,694550.0953,486185,902915,0,0
"DK",2062,694488.0578,486141,902834,0,0
"DK",2063,694426.0203,486098,902753,0,0
"DK",2064,694363.9828,486054,902673,0,0
"DK",2065,694301.9453,486011,902592,0,0
"DK",2066,694066.71718,485846,902286,0,0
"DK",2067,693831.48906,485682,901980,0,0
"DK",2068,693596.26094,485517,901675,0,0
"DK",2069,693361.03282,485352,901369,0,0
"DK",2070,693125.8047,485188,901063,0,0
