"Region","Year","ForestAreaOriginal","ForestsMatMin","ForestsMatMax","ForestsYoMin","ForestsYoMax"
"IE",2000,635000.1875,444500,825500,0,0
"IE",2001,642155.25626,449508,834801,0,0
"IE",2002,649310.32502,454517,844103,0,0
"IE",2003,656465.39378,459525,853405,0,0
"IE",2004,663620.46254,464534,862706,0,0
"IE",2005,670775.5313,469542,872008,0,0
"IE",2006,679111.47504,475378,882844,0,0
"IE",2007,687447.41878,481213,893681,0,0
"IE",2008,695783.36252,487048,904518,0,0
"IE",2009,704119.30626,492883,915355,0,0
"IE",2010,712455.25,498718,926191,0,0
"IE",2011,722554.83438,505788,939321,0,0
"IE",2012,732654.41876,512858,952450,0,0
"IE",2013,742754.00314,519927,965580,0,0
"IE",2014,752853.58752,526997,978709,0,0
"IE",2015,762953.1719,534067,991839,0,0
"IE",2016,773199.6469,541239,1005159,0,0
"IE",2017,783446.1219,548412,1018479,0,0
"IE",2018,793692.5969,555584,1031800,0,0
"IE",2019,803939.0719,562757,1045120,0,0
"IE",2020,814185.5469,569929,1058441,0,0
"IE",2021,825630.0969,577941,1073319,0,0
"IE",2022,837074.6469,585952,1088197,0,0
"IE",2023,848519.1969,593963,1103074,0,0
"IE",2024,859963.7469,601974,1117952,0,0
"IE",2025,871408.2969,609985,1132830,0,0
"IE",2026,884225.43752,618957,1149493,0,0
"IE",2027,897042.57814,627929,1166155,0,0
"IE",2028,909859.71876,636901,1182817,0,0
"IE",2029,922676.85938,645873,1199479,0,0
"IE",2030,935494,654845,1216142,0,0
"IE",2031,949547.01876,664682,1234411,0,0
"IE",2032,963600.03752,674520,1252680,0,0
"IE",2033,977653.05628,684357,1270948,0,0
"IE",2034,991706.07504,694194,1289217,0,0
"IE",2035,1005759.0938,704031,1307486,0,0
"IE",2036,1020128.15004,714089,1326166,0,0
"IE",2037,1034497.20628,724148,1344846,0,0
"IE",2038,1048866.26252,734206,1363526,0,0
"IE",2039,1063235.31876,744264,1382205,0,0
"IE",2040,1077604.375,754323,1400885,0,0
"IE",2041,1092057.7125,764440,1419675,0,0
"IE",2042,1106511.05,774557,1438464,0,0
"IE",2043,1120964.3875,784675,1457253,0,0
"IE",2044,1135417.725,794792,1476043,0,0
"IE",2045,1149871.0625,804909,1494832,0,0
"IE",2046,1161360.425,812952,1509768,0,0
"IE",2047,1172849.7875,820994,1524704,0,0
"IE",2048,1184339.15,829037,1539640,0,0
"IE",2049,1195828.5125,837079,1554577,0,0
"IE",2050,1207317.875,845122,1569513,0,0
"IE",2051,1217074.3,851952,1582196,0,0
"IE",2052,1226830.725,858781,1594879,0,0
"IE",2053,1236587.15,865611,1607563,0,0
"IE",2054,1246343.575,872440,1620246,0,0
"IE",2055,1256100,879270,1632930,0,0
"IE",2056,1264416.2625,885091,1643741,0,0
"IE",2057,1272732.525,890912,1654552,0,0
"IE",2058,1281048.7875,896734,1665363,0,0
"IE",2059,1289365.05,902555,1676174,0,0
"IE",2060,1297681.3125,908376,1686985,0,0
"IE",2061,1305215.9125,913651,1696780,0,0
"IE",2062,1312750.5125,918925,1706575,0,0
"IE",2063,1320285.1125,924199,1716370,0,0
"IE",2064,1327819.7125,929473,1726165,0,0
"IE",2065,1335354.3125,934748,1735960,0,0
"IE",2066,1342403.05,939682,1745123,0,0
"IE",2067,1349451.7875,944616,1754287,0,0
"IE",2068,1356500.525,949550,1763450,0,0
"IE",2069,1363549.2625,954484,1772614,0,0
"IE",2070,1370598,959418,1781777,0,0
