"Region","Year","ForestAreaOriginal","ForestsMatMin","ForestsMatMax","ForestsYoMin","ForestsYoMax"
"UK",2000,2953999.75,2067799,3840199,0,0
"UK",2001,2970134.77344,2079094,3861175,0,0
"UK",2002,2986269.79688,2090388,3882150,0,0
"UK",2003,3002404.82032,2101683,3903126,0,0
"UK",2004,3018539.84376,2112977,3924101,0,0
"UK",2005,3034674.8672,2124272,3945077,0,0
"UK",2006,3038207.38438,2126745,3949669,0,0
"UK",2007,3041739.90156,2129217,3954261,0,0
"UK",2008,3045272.41874,2131690,3958854,0,0
"UK",2009,3048804.93592,2134163,3963446,0,0
"UK",2010,3052337.4531,2136636,3968038,0,0
"UK",2011,3052431.40624,2136701,3968160,0,0
"UK",2012,3052525.35938,2136767,3968282,0,0
"UK",2013,3052619.31252,2136833,3968405,0,0
"UK",2014,3052713.26566,2136899,3968527,0,0
"UK",2015,3052807.2188,2136965,3968649,0,0
"UK",2016,3051335.73442,2135935,3966736,0,0
"UK",2017,3049864.25004,2134904,3964823,0,0
"UK",2018,3048392.76566,2133874,3962910,0,0
"UK",2019,3046921.28128,2132844,3960997,0,0
"UK",2020,3045449.7969,2131814,3959084,0,0
"UK",2021,3043365.3469,2130355,3956374,0,0
"UK",2022,3041280.8969,2128896,3953665,0,0
"UK",2023,3039196.4469,2127437,3950955,0,0
"UK",2024,3037111.9969,2125978,3948245,0,0
"UK",2025,3035027.5469,2124519,3945535,0,0
"UK",2026,3033227.9469,2123259,3943196,0,0
"UK",2027,3031428.3469,2121999,3940856,0,0
"UK",2028,3029628.7469,2120740,3938517,0,0
"UK",2029,3027829.1469,2119480,3936177,0,0
"UK",2030,3026029.5469,2118220,3933838,0,0
"UK",2031,3024421.8969,2117095,3931748,0,0
"UK",2032,3022814.2469,2115969,3929658,0,0
"UK",2033,3021206.5969,2114844,3927568,0,0
"UK",2034,3019598.9469,2113719,3925478,0,0
"UK",2035,3017991.2969,2112593,3923388,0,0
"UK",2036,3018675.1969,2113072,3924277,0,0
"UK",2037,3019359.0969,2113551,3925166,0,0
"UK",2038,3020042.9969,2114030,3926055,0,0
"UK",2039,3020726.8969,2114508,3926944,0,0
"UK",2040,3021410.7969,2114987,3927834,0,0
"UK",2041,3020011.4469,2114008,3926014,0,0
"UK",2042,3018612.0969,2113028,3924195,0,0
"UK",2043,3017212.7469,2112048,3922376,0,0
"UK",2044,3015813.3969,2111069,3920557,0,0
"UK",2045,3014414.0469,2110089,3918738,0,0
"UK",2046,3013073.5969,2109151,3916995,0,0
"UK",2047,3011733.1469,2108213,3915253,0,0
"UK",2048,3010392.6969,2107274,3913510,0,0
"UK",2049,3009052.2469,2106336,3911767,0,0
"UK",2050,3007711.7969,2105398,3910025,0,0
"UK",2051,3006417.5469,2104492,3908342,0,0
"UK",2052,3005123.2969,2103586,3906660,0,0
"UK",2053,3003829.0469,2102680,3904977,0,0
"UK",2054,3002534.7969,2101774,3903295,0,0
"UK",2055,3001240.5469,2100868,3901612,0,0
"UK",2056,2999984.0969,2099988,3899979,0,0
"UK",2057,2998727.6469,2099109,3898345,0,0
"UK",2058,2997471.1969,2098229,3896712,0,0
"UK",2059,2996214.7469,2097350,3895079,0,0
"UK",2060,2994958.2969,2096470,3893445,0,0
"UK",2061,2993732.4969,2095612,3891852,0,0
"UK",2062,2992506.6969,2094754,3890258,0,0
"UK",2063,2991280.8969,2093896,3888665,0,0
"UK",2064,2990055.0969,2093038,3887071,0,0
"UK",2065,2988829.2969,2092180,3885478,0,0
"UK",2066,2987629.2969,2091340,3883918,0,0
"UK",2067,2986429.2969,2090500,3882358,0,0
"UK",2068,2985229.2969,2089660,3880798,0,0
"UK",2069,2984029.2969,2088820,3879238,0,0
"UK",2070,2982829.2969,2087980,3877678,0,0
