Region,Year,OtherArableMin,OtherArableMax,PermCropMin,PermCropMax,PastureMin,PastureMax
IR00,2010,959659,959659,7610,7610,3559170,3559170
IR00,2011,962134,962134,7676,7676,3581156,3581156
IR00,2012,962347,962347,6697,6697,3600395,3600395
IR00,2013,961739,961739,7159,7159,3589331,3589331
IR00,2014,962878,962878,7069,7069,3601820,3601820
IR00,2015,956872,956872,6986,6986,3584149,3584149
IR00,2016,954384,954384,7587,7587,3590486,3590486
IR00,2017,952294,952294,18213,18213,3618994,3618994
IR00,2018,957658,957658,15629,15629,3599541,3599541
IR00,2019,963023,963023,13046,13046,3580088,3580088
IR00,2020,968388,968388,10463,10463,3560636,3560636
IR00,2021,970401,970401,10340,10340,3558108,3558108
IR00,2022,972414,972414,10218,10218,3555580,3555580
IR00,2023,974427,974427,10096,10096,3553052,3553052
IR00,2024,976440,976440,9974,9974,3550524,3550524
IR00,2025,978454,978454,9852,9852,3547996,3547996
IR00,2026,978203,978203,9784,9784,3543771,3543771
IR00,2027,977953,977953,9716,9716,3539546,3539546
IR00,2028,977703,977703,9649,9649,3535322,3535322
IR00,2029,977453,977453,9581,9581,3531097,3531097
IR00,2030,977203,977203,9514,9514,3526873,3526873
IR00,2031,975952,975952,9463,9463,3526872,3526872
IR00,2032,974702,974702,9413,9413,3526872,3526872
IR00,2033,973452,973452,9362,9362,3526871,3526871
IR00,2034,972202,972202,9312,9312,3526871,3526871
IR00,2035,970952,970952,9262,9262,3526871,3526871
IR00,2036,972618,972618,10274,10274,3526869,3526869
IR00,2037,974284,974284,11286,11286,3526868,3526868
IR00,2038,975950,975950,12298,12298,3526866,3526866
IR00,2039,977616,977616,13310,13310,3526865,3526865
IR00,2040,979283,979283,14322,14322,3526864,3526864
IR00,2041,980647,980647,16756,16756,3526864,3526864
IR00,2042,982011,982011,19190,19190,3526865,3526865
IR00,2043,983376,983376,21625,21625,3526865,3526865
IR00,2044,984740,984740,24059,24059,3526866,3526866
IR00,2045,986105,986105,26494,26494,3526867,3526867
IR00,2046,983749,983749,25786,25786,3526866,3526866
IR00,2047,981393,981393,25078,25078,3526865,3526865
IR00,2048,979037,979037,24370,24370,3526864,3526864
IR00,2049,976681,976681,23662,23662,3526863,3526863
IR00,2050,974326,974326,22954,22954,3526862,3526862
IR00,2051,974326,974326,22954,22954,3526862,3526862
IR00,2052,974326,974326,22954,22954,3526862,3526862
IR00,2053,974326,974326,22954,22954,3526862,3526862
IR00,2054,974326,974326,22954,22954,3526862,3526862
IR00,2055,974326,974326,22954,22954,3526862,3526862
IR00,2056,974326,974326,22954,22954,3526862,3526862
IR00,2057,974326,974326,22954,22954,3526862,3526862
IR00,2058,974326,974326,22954,22954,3526862,3526862
IR00,2059,974326,974326,22954,22954,3526862,3526862
IR00,2060,974326,974326,22954,22954,3526862,3526862
IR00,2061,974326,974326,22954,22954,3526862,3526862
IR00,2062,974326,974326,22954,22954,3526862,3526862
IR00,2063,974326,974326,22954,22954,3526862,3526862
IR00,2064,974326,974326,22954,22954,3526862,3526862
IR00,2065,974326,974326,22954,22954,3526862,3526862
