Region,Year,OtherArableMin,OtherArableMax,PermCropMin,PermCropMax,PastureMin,PastureMax
SK00,2010,1421348,1421348,56228,56228,578002,578002
SK00,2011,1419917,1419917,39021,39021,574292,574292
SK00,2012,1419004,1419004,32894,32894,587800,587800
SK00,2013,1418609,1418609,29453,29453,570801,570801
SK00,2014,1418602,1418602,29177,29177,566972,566972
SK00,2015,1413075,1413075,31727,31727,578625,578625
SK00,2016,1415997,1415997,32629,32629,562262,562262
SK00,2017,1408823,1408823,31603,31603,569562,569562
SK00,2018,1407529,1407529,30904,30904,567017,567017
SK00,2019,1406235,1406235,30205,30205,564472,564472
SK00,2020,1404941,1404941,29507,29507,561928,561928
SK00,2021,1401056,1401056,28888,28888,561950,561950
SK00,2022,1397171,1397171,28269,28269,561972,561972
SK00,2023,1393286,1393286,27650,27650,561994,561994
SK00,2024,1389401,1389401,27031,27031,562016,562016
SK00,2025,1385516,1385516,26413,26413,562039,562039
SK00,2026,1379090,1379090,26230,26230,564583,564583
SK00,2027,1372664,1372664,26048,26048,567127,567127
SK00,2028,1366239,1366239,25865,25865,569671,569671
SK00,2029,1359813,1359813,25683,25683,572215,572215
SK00,2030,1353388,1353388,25501,25501,574759,574759
SK00,2031,1342988,1342988,25392,25392,581307,581307
SK00,2032,1332589,1332589,25283,25283,587855,587855
SK00,2033,1322189,1322189,25174,25174,594404,594404
SK00,2034,1311790,1311790,25065,25065,600952,600952
SK00,2035,1301391,1301391,24956,24956,607501,607501
SK00,2036,1296734,1296734,24748,24748,608254,608254
SK00,2037,1292078,1292078,24541,24541,609008,609008
SK00,2038,1287422,1287422,24333,24333,609761,609761
SK00,2039,1282766,1282766,24126,24126,610515,610515
SK00,2040,1278110,1278110,23919,23919,611269,611269
SK00,2041,1269411,1269411,23761,23761,616285,616285
SK00,2042,1260712,1260712,23603,23603,621301,621301
SK00,2043,1252014,1252014,23445,23445,626317,626317
SK00,2044,1243315,1243315,23287,23287,631333,631333
SK00,2045,1234617,1234617,23129,23129,636350,636350
SK00,2046,1224638,1224638,23011,23011,642656,642656
SK00,2047,1214659,1214659,22893,22893,648962,648962
SK00,2048,1204680,1204680,22775,22775,655268,655268
SK00,2049,1194701,1194701,22657,22657,661574,661574
SK00,2050,1184722,1184722,22539,22539,667880,667880
SK00,2051,1184722,1184722,22539,22539,667880,667880
SK00,2052,1184722,1184722,22539,22539,667880,667880
SK00,2053,1184722,1184722,22539,22539,667880,667880
SK00,2054,1184722,1184722,22539,22539,667880,667880
SK00,2055,1184722,1184722,22539,22539,667880,667880
SK00,2056,1184722,1184722,22539,22539,667880,667880
SK00,2057,1184722,1184722,22539,22539,667880,667880
SK00,2058,1184722,1184722,22539,22539,667880,667880
SK00,2059,1184722,1184722,22539,22539,667880,667880
