Region,Year,OtherArableMin,OtherArableMax,PermCropMin,PermCropMax,PastureMin,PastureMax
BL00,2010,903164,903164,88088,88088,571350,571350
BL00,2011,898656,898656,79762,79762,562887,562887
BL00,2012,893137,893137,78319,78319,582486,582486
BL00,2013,888305,888305,71238,71238,568158,568158
BL00,2014,883836,883836,70319,70319,561177,561177
BL00,2015,873799,873799,82494,82494,545974,545974
BL00,2016,893135,893135,81246,81246,520461,520461
BL00,2017,872445,872445,86709,86709,564802,564802
BL00,2018,876331,876331,86724,86724,563669,563669
BL00,2019,880217,880217,86739,86739,562536,562536
BL00,2020,884103,884103,86754,86754,561403,561403
BL00,2021,881729,881729,86528,86528,560897,560897
BL00,2022,879355,879355,86303,86303,560392,560392
BL00,2023,876982,876982,86077,86077,559886,559886
BL00,2024,874608,874608,85852,85852,559381,559381
BL00,2025,872235,872235,85627,85627,558876,558876
BL00,2026,871252,871252,85730,85730,557008,557008
BL00,2027,870269,870269,85834,85834,555141,555141
BL00,2028,869287,869287,85938,85938,553274,553274
BL00,2029,868304,868304,86042,86042,551407,551407
BL00,2030,867322,867322,86146,86146,549540,549540
BL00,2031,865626,865626,86309,86309,548409,548409
BL00,2032,863931,863931,86472,86472,547279,547279
BL00,2033,862235,862235,86635,86635,546149,546149
BL00,2034,860540,860540,86798,86798,545019,545019
BL00,2035,858845,858845,86961,86961,543889,543889
BL00,2036,856281,856281,87251,87251,543656,543656
BL00,2037,853718,853718,87541,87541,543424,543424
BL00,2038,851155,851155,87831,87831,543192,543192
BL00,2039,848592,848592,88121,88121,542960,542960
BL00,2040,846029,846029,88412,88412,542728,542728
BL00,2041,843261,843261,88538,88538,542727,542727
BL00,2042,840494,840494,88665,88665,542726,542726
BL00,2043,837726,837726,88792,88792,542725,542725
BL00,2044,834959,834959,88919,88919,542724,542724
BL00,2045,832192,832192,89046,89046,542723,542723
BL00,2046,829452,829452,89242,89242,542723,542723
BL00,2047,826712,826712,89439,89439,542723,542723
BL00,2048,823973,823973,89636,89636,542723,542723
BL00,2049,821233,821233,89833,89833,542723,542723
BL00,2050,818494,818494,90030,90030,542724,542724
BL00,2051,818494,818494,90030,90030,542724,542724
BL00,2052,818494,818494,90030,90030,542724,542724
BL00,2053,818494,818494,90030,90030,542724,542724
BL00,2054,818494,818494,90030,90030,542724,542724
BL00,2055,818494,818494,90030,90030,542724,542724
BL00,2056,818494,818494,90030,90030,542724,542724
BL00,2057,818494,818494,90030,90030,542724,542724
BL00,2058,818494,818494,90030,90030,542724,542724
BL00,2059,818494,818494,90030,90030,542724,542724
BL00,2060,818494,818494,90030,90030,542724,542724
BL00,2061,818494,818494,90030,90030,542724,542724
BL00,2062,818494,818494,90030,90030,542724,542724
BL00,2063,818494,818494,90030,90030,542724,542724
BL00,2064,818494,818494,90030,90030,542724,542724
BL00,2065,818494,818494,90030,90030,542724,542724
BL00,2066,818494,818494,90030,90030,542724,542724
BL00,2067,818494,818494,90030,90030,542724,542724
BL00,2068,818494,818494,90030,90030,542724,542724
BL00,2069,818494,818494,90030,90030,542724,542724
BL00,2070,818494,818494,90030,90030,542724,542724
BL40,2010,75344,75344,9291,9291,53912,53912
BL40,2011,74941,74941,7547,7547,54373,54373
BL40,2012,74459,74459,6029,6029,53992,53992
BL40,2013,74162,74162,6313,6313,53229,53229
BL40,2014,73838,73838,8250,8250,53157,53157
BL40,2015,71421,71421,5753,5753,52622,52622
BL40,2016,75542,75542,5387,5387,53883,53883
BL40,2017,72718,72718,5471,5471,53720,53720
BL40,2018,73673,73673,6287,6287,53550,53550
BL40,2019,74629,74629,7104,7104,53380,53380
BL40,2020,75585,75585,7921,7921,53211,53211
BL40,2021,75477,75477,7931,7931,53173,53173
BL40,2022,75370,75370,7941,7941,53136,53136
BL40,2023,75263,75263,7951,7951,53098,53098
BL40,2024,75156,75156,7961,7961,53061,53061
BL40,2025,75049,75049,7971,7971,53024,53024
BL40,2026,75126,75126,8031,8031,52865,52865
BL40,2027,75204,75204,8092,8092,52707,52707
BL40,2028,75281,75281,8152,8152,52548,52548
BL40,2029,75359,75359,8213,8213,52390,52390
BL40,2030,75437,75437,8274,8274,52232,52232
BL40,2031,75638,75638,8330,8330,52025,52025
BL40,2032,75840,75840,8387,8387,51818,51818
BL40,2033,76042,76042,8443,8443,51612,51612
BL40,2034,76244,76244,8500,8500,51405,51405
BL40,2035,76446,76446,8557,8557,51199,51199
BL40,2036,76716,76716,8621,8621,51010,51010
BL40,2037,76987,76987,8686,8686,50821,50821
BL40,2038,77257,77257,8750,8750,50632,50632
BL40,2039,77528,77528,8815,8815,50443,50443
BL40,2040,77799,77799,8880,8880,50254,50254
BL40,2041,77776,77776,8967,8967,50200,50200
BL40,2042,77753,77753,9054,9054,50146,50146
BL40,2043,77730,77730,9142,9142,50093,50093
BL40,2044,77707,77707,9229,9229,50039,50039
BL40,2045,77685,77685,9317,9317,49986,49986
BL40,2046,77735,77735,9410,9410,49922,49922
BL40,2047,77785,77785,9503,9503,49858,49858
BL40,2048,77835,77835,9596,9596,49794,49794
BL40,2049,77885,77885,9689,9689,49730,49730
BL40,2050,77935,77935,9783,9783,49666,49666
BL40,2051,77935,77935,9783,9783,49666,49666
BL40,2052,77935,77935,9783,9783,49666,49666
BL40,2053,77935,77935,9783,9783,49666,49666
BL40,2054,77935,77935,9783,9783,49666,49666
BL40,2055,77935,77935,9783,9783,49666,49666
BL40,2056,77935,77935,9783,9783,49666,49666
BL40,2057,77935,77935,9783,9783,49666,49666
BL40,2058,77935,77935,9783,9783,49666,49666
BL40,2059,77935,77935,9783,9783,49666,49666
BL40,2060,77935,77935,9783,9783,49666,49666
BL40,2061,77935,77935,9783,9783,49666,49666
BL40,2062,77935,77935,9783,9783,49666,49666
BL40,2063,77935,77935,9783,9783,49666,49666
BL40,2064,77935,77935,9783,9783,49666,49666
BL40,2065,77935,77935,9783,9783,49666,49666
BL40,2066,77935,77935,9783,9783,49666,49666
BL40,2067,77935,77935,9783,9783,49666,49666
BL40,2068,77935,77935,9783,9783,49666,49666
BL40,2069,77935,77935,9783,9783,49666,49666
BL40,2070,77935,77935,9783,9783,49666,49666
BL21,2010,52275,52275,6414,6414,31663,31663
BL21,2011,51781,51781,7700,7700,30093,30093
BL21,2012,51251,51251,5992,5992,36659,36659
BL21,2013,50724,50724,4768,4768,34967,34967
BL21,2014,50230,50230,632,632,33976,33976
BL21,2015,45063,45063,1183,1183,33150,33150
BL21,2016,49220,49220,1127,1127,31004,31004
BL21,2017,48733,48733,846,846,33952,33952
BL21,2018,48795,48795,2461,2461,34179,34179
BL21,2019,48858,48858,4077,4077,34406,34406
BL21,2020,48921,48921,5693,5693,34634,34634
BL21,2021,48784,48784,5657,5657,34613,34613
BL21,2022,48648,48648,5622,5622,34593,34593
BL21,2023,48511,48511,5586,5586,34572,34572
BL21,2024,48375,48375,5551,5551,34552,34552
BL21,2025,48239,48239,5516,5516,34532,34532
BL21,2026,47926,47926,5450,5450,34431,34431
BL21,2027,47614,47614,5385,5385,34330,34330
BL21,2028,47302,47302,5319,5319,34230,34230
BL21,2029,46990,46990,5254,5254,34129,34129
BL21,2030,46678,46678,5189,5189,34029,34029
BL21,2031,46432,46432,5131,5131,34002,34002
BL21,2032,46187,46187,5074,5074,33976,33976
BL21,2033,45941,45941,5016,5016,33949,33949
BL21,2034,45696,45696,4959,4959,33923,33923
BL21,2035,45451,45451,4902,4902,33897,33897
BL21,2036,45271,45271,4851,4851,33875,33875
BL21,2037,45092,45092,4800,4800,33853,33853
BL21,2038,44912,44912,4750,4750,33832,33832
BL21,2039,44733,44733,4699,4699,33810,33810
BL21,2040,44554,44554,4649,4649,33789,33789
BL21,2041,44263,44263,4599,4599,33835,33835
BL21,2042,43972,43972,4549,4549,33882,33882
BL21,2043,43681,43681,4500,4500,33929,33929
BL21,2044,43390,43390,4450,4450,33976,33976
BL21,2045,43099,43099,4401,4401,34023,34023
BL21,2046,42840,42840,4363,4363,34048,34048
BL21,2047,42581,42581,4326,4326,34073,34073
BL21,2048,42323,42323,4289,4289,34099,34099
BL21,2049,42064,42064,4252,4252,34124,34124
BL21,2050,41806,41806,4215,4215,34150,34150
BL21,2051,41806,41806,4215,4215,34150,34150
BL21,2052,41806,41806,4215,4215,34150,34150
BL21,2053,41806,41806,4215,4215,34150,34150
BL21,2054,41806,41806,4215,4215,34150,34150
BL21,2055,41806,41806,4215,4215,34150,34150
BL21,2056,41806,41806,4215,4215,34150,34150
BL21,2057,41806,41806,4215,4215,34150,34150
BL21,2058,41806,41806,4215,4215,34150,34150
BL21,2059,41806,41806,4215,4215,34150,34150
BL21,2060,41806,41806,4215,4215,34150,34150
BL21,2061,41806,41806,4215,4215,34150,34150
BL21,2062,41806,41806,4215,4215,34150,34150
BL21,2063,41806,41806,4215,4215,34150,34150
BL21,2064,41806,41806,4215,4215,34150,34150
BL21,2065,41806,41806,4215,4215,34150,34150
BL21,2066,41806,41806,4215,4215,34150,34150
BL21,2067,41806,41806,4215,4215,34150,34150
BL21,2068,41806,41806,4215,4215,34150,34150
BL21,2069,41806,41806,4215,4215,34150,34150
BL21,2070,41806,41806,4215,4215,34150,34150
BL22,2010,63993,63993,12386,12386,23609,23609
BL22,2011,63653,63653,1019,1019,22858,22858
BL22,2012,63172,63172,11863,11863,26326,26326
BL22,2013,62765,62765,10228,10228,25003,25003
BL22,2014,62424,62424,6947,6947,24146,24146
BL22,2015,61556,61556,8893,8893,22691,22691
BL22,2016,64279,64279,9142,9142,22328,22328
BL22,2017,61291,61291,9145,9145,24325,24325
BL22,2018,61750,61750,9264,9264,24284,24284
BL22,2019,62210,62210,9383,9383,24244,24244
BL22,2020,62670,62670,9502,9502,24204,24204
