Region,Year,OtherArableMin,OtherArableMax,PermCropMin,PermCropMax,PastureMin,PastureMax,NewEnergyMin,NewEnergyMax
NL41,2018,127629,182328,21583,30833,2346,3352,0,0
NL41,2019,127076,181537,21341,30487,2310,3301,0,0
NL41,2020,126522,180746,21098,30141,2275,3250,0,0
NL41,2021,126056,180080,21025,30036,2251,3216,4,6
NL41,2022,125590,179414,20952,29932,2228,3183,8,12
NL41,2023,125124,178748,20879,29827,2204,3149,13,18
NL41,2024,124657,178082,20806,29723,2181,3116,17,24
NL41,2025,124191,177417,20733,29619,2158,3083,21,31
NL41,2026,123914,177020,20890,29843,2165,3093,26,37
NL41,2027,123636,176623,21047,30067,2172,3104,30,43
NL41,2028,123359,176227,21204,30292,2180,3114,34,49
NL41,2029,123081,175830,21361,30516,2187,3125,39,55
NL41,2030,122803,175434,21518,30741,2195,3136,43,62
NL41,2031,122126,174466,21842,31203,2400,3429,56,80
NL41,2032,121448,173498,22166,31666,2605,3722,68,98
NL41,2033,120771,172530,22490,32128,2810,4015,81,116
NL41,2034,120093,171562,22813,32591,3015,4308,93,134
NL41,2035,119416,170595,23137,33054,3220,4601,106,152
NL41,2036,119097,170138,23412,33446,3270,4672,85,121
NL41,2037,118777,169682,23686,33838,3320,4743,63,91
NL41,2038,118458,169225,23961,34230,3370,4814,42,60
NL41,2039,118138,168769,24235,34622,3420,4885,21,30
NL41,2040,117819,168313,24510,35015,3469,4957,0,0
NL41,2041,117530,167900,24934,35620,3483,4976,0,0
NL41,2042,117241,167487,25358,36225,3497,4996,0,0
NL41,2043,116952,167074,25781,36831,3511,5016,0,0
NL41,2044,116663,166661,26205,37436,3525,5036,0,0
NL41,2045,116374,166249,26629,38042,3539,5056,0,0
NL41,2046,116054,165792,26934,38478,3665,5236,0,0
NL41,2047,115735,165335,27240,38914,3792,5417,0,0
NL41,2048,115415,164879,27545,39351,3918,5598,0,0
NL41,2049,115095,164422,27851,39787,4045,5779,0,0
NL41,2050,114776,163966,28156,40224,4172,5960,0,0
NL41,2051,114414,163449,28454,40648,4172,5961,0,0
NL41,2052,114052,162932,28751,41073,4173,5962,0,0
NL41,2053,113691,162416,29048,41497,4174,5963,0,0
NL41,2054,113329,161899,29345,41922,4174,5964,0,0
NL41,2055,112968,161383,29642,42347,4175,5965,0,0
NL41,2056,112754,161077,29940,42772,4305,6150,0,0
NL41,2057,112540,160771,30238,43197,4434,6335,0,0
NL41,2058,112326,160466,30535,43622,4564,6520,0,0
NL41,2059,112112,160160,30833,44047,4694,6705,0,0
NL41,2060,111898,159855,31131,44473,4823,6891,0,0
NL41,2061,111195,158850,31513,45019,5134,7334,24,34
NL41,2062,110492,157845,31896,45566,5444,7778,48,69
NL41,2063,109788,156841,32278,46112,5755,8221,73,104
NL41,2064,109085,155836,32661,46659,6065,8665,97,139
NL41,2065,108382,154832,33044,47206,6376,9109,121,174
NL41,2066,108288,154698,33428,47755,6225,8893,135,194
NL41,2067,108194,154564,33813,48305,6075,8678,149,214
NL41,2068,108101,154430,34198,48854,5924,8463,163,234
NL41,2069,108007,154296,34583,49404,5773,8248,177,254
NL41,2070,107913,154162,34967,49954,5623,8033,191,274
NL42,2010,56406,80581,11447,16353,6130,8758,0,0
NL42,2011,56723,81034,11782,16832,6022,8603,0,0
NL42,2012,57041,81487,12118,17311,5914,8449,0,0
NL42,2013,57358,81940,12453,17791,5806,8295,0,0
NL42,2014,57675,82393,12789,18270,5698,8141,0,0
NL42,2015,57992,82847,13125,18750,5590,7987,0,0
NL42,2016,57768,82526,13049,18642,5509,7870,0,0
NL42,2017,57544,82205,12974,18534,5427,7753,0,0
NL42,2018,57319,81885,12899,18427,5345,7636,0,0
NL42,2019,57095,81564,12823,18319,5263,7519,0,0
NL42,2020,56870,81244,12748,18212,5182,7403,0,0
NL42,2021,56733,81047,12744,18207,5106,7295,3,4
NL42,2022,56595,80850,12741,18202,5031,7187,6,9
NL42,2023,56457,80653,12737,18197,4955,7079,9,13
NL42,2024,56319,80456,12734,18192,4880,6971,12,18
NL42,2025,56182,80260,12730,18187,4804,6864,16,23
NL42,2026,56039,80056,12806,18294,4734,6764,17,24
NL42,2027,55896,79852,12881,18402,4664,6664,18,26
NL42,2028,55753,79648,12957,18510,4594,6564,19,27
NL42,2029,55610,79444,13032,18618,4524,6464,20,29
NL42,2030,55468,79240,13108,18726,4454,6364,21,31
NL42,2031,55249,78928,13279,18971,4390,6271,28,40
NL42,2032,55031,78616,13451,19216,4325,6179,34,49
NL42,2033,54812,78304,13623,19462,4260,6086,40,58
NL42,2034,54594,77992,13795,19707,4196,5994,46,67
NL42,2035,54376,77680,13967,19953,4131,5902,53,76
NL42,2036,54230,77472,14105,20150,4071,5816,42,60
NL42,2037,54085,77265,14243,20348,4011,5730,31,45
NL42,2038,53940,77058,14382,20545,3951,5644,21,30
NL42,2039,53795,76851,14520,20743,3891,5558,10,15
NL42,2040,53650,76644,14658,20941,3831,5473,0,0
NL42,2041,53544,76492,14824,21177,3775,5393,0,0
NL42,2042,53439,76341,14989,21414,3719,5313,0,0
NL42,2043,53333,76190,15155,21650,3663,5234,0,0
NL42,2044,53227,76039,15321,21887,3608,5154,0,0
NL42,2045,53121,75888,15486,22124,3552,5075,0,0
NL42,2046,53053,75791,15656,22365,3500,5001,0,0
NL42,2047,52985,75694,15825,22607,3449,4927,0,0
NL42,2048,52917,75597,15994,22849,3397,4853,0,0
NL42,2049,52850,75500,16163,23091,3345,4779,0,0
NL42,2050,52782,75403,16333,23333,3294,4706,0,0
NL42,2051,52650,75215,16486,23551,3269,4671,0,0
NL42,2052,52519,75027,16639,23770,3245,4636,0,0
NL42,2053,52387,74839,16792,23988,3221,4601,0,0
NL42,2054,52256,74651,16945,24207,3196,4566,0,0
NL42,2055,52124,74464,17098,24426,3172,4532,0,0
NL42,2056,52044,74348,17239,24627,3153,4505,0,0
NL42,2057,51963,74233,17380,24828,3135,4478,0,0
NL42,2058,51882,74118,17521,25030,3116,4452,0,0
NL42,2059,51802,74003,17662,25231,3097,4425,0,0
NL42,2060,51721,73888,17803,25433,3079,4399,0,0
NL42,2061,51530,73615,18003,25718,3092,4417,11,16
NL42,2062,51339,73342,18202,26004,3105,4435,23,33
NL42,2063,51148,73069,18402,26289,3117,4454,35,50
NL42,2064,50957,72796,18602,26575,3130,4472,47,67
NL42,2065,50766,72523,18802,26861,3143,4491,58,84
NL42,2066,50699,72427,19001,27145,3098,4426,65,93
NL42,2067,50631,72331,19200,27429,3053,4361,71,102
NL42,2068,50564,72235,19399,27714,3008,4297,78,112
NL42,2069,50497,72139,19599,27998,2962,4232,85,121
NL42,2070,50430,72044,19798,28283,2917,4168,91,131
