Region,Year,OtherArableMin,OtherArableMax,PermCropMin,PermCropMax,PastureMin,PastureMax
EE00,2010,667805,667805,9341,9341,296670,296670
EE00,2011,668485,668485,9913,9913,302589,302589
EE00,2012,669173,669173,9068,9068,317362,317362
EE00,2013,669868,669868,7487,7487,320743,320743
EE00,2014,670568,670568,10085,10085,316138,316138
EE00,2015,678417,678417,13062,13062,314560,314560
EE00,2016,672506,672506,14063,14063,305466,305466
EE00,2017,672657,672657,12928,12928,319249,319249
EE00,2018,666545,666545,12597,12597,322723,322723
EE00,2019,660433,660433,12267,12267,326198,326198
EE00,2020,654322,654322,11937,11937,329673,329673
EE00,2021,652797,652797,11769,11769,331193,331193
EE00,2022,651272,651272,11601,11601,332713,332713
EE00,2023,649748,649748,11433,11433,334233,334233
EE00,2024,648223,648223,11265,11265,335753,335753
EE00,2025,646699,646699,11098,11098,337274,337274
EE00,2026,638392,638392,11241,11241,342982,342982
EE00,2027,630086,630086,11384,11384,348690,348690
EE00,2028,621780,621780,11528,11528,354399,354399
EE00,2029,613474,613474,11671,11671,360107,360107
EE00,2030,605168,605168,11815,11815,365816,365816
EE00,2031,597911,597911,11996,11996,366821,366821
EE00,2032,590654,590654,12178,12178,367826,367826
EE00,2033,583397,583397,12359,12359,368832,368832
EE00,2034,576140,576140,12541,12541,369837,369837
EE00,2035,568883,568883,12723,12723,370843,370843
EE00,2036,571978,571978,12796,12796,365877,365877
EE00,2037,575073,575073,12869,12869,360911,360911
EE00,2038,578168,578168,12943,12943,355945,355945
EE00,2039,581263,581263,13016,13016,350979,350979
EE00,2040,584359,584359,13090,13090,346014,346014
EE00,2041,588479,588479,13134,13134,343233,343233
EE00,2042,592600,592600,13178,13178,340452,340452
EE00,2043,596720,596720,13223,13223,337671,337671
EE00,2044,600841,600841,13267,13267,334890,334890
EE00,2045,604962,604962,13312,13312,332110,332110
EE00,2046,598604,598604,13668,13668,333432,333432
EE00,2047,592246,592246,14024,14024,334754,334754
EE00,2048,585888,585888,14380,14380,336076,336076
EE00,2049,579530,579530,14736,14736,337398,337398
EE00,2050,573172,573172,15093,15093,338720,338720
EE00,2051,573172,573172,15093,15093,338720,338720
EE00,2052,573172,573172,15093,15093,338720,338720
EE00,2053,573172,573172,15093,15093,338720,338720
EE00,2054,573172,573172,15093,15093,338720,338720
EE00,2055,573172,573172,15093,15093,338720,338720
EE00,2056,573172,573172,15093,15093,338720,338720
EE00,2057,573172,573172,15093,15093,338720,338720
EE00,2058,573172,573172,15093,15093,338720,338720
EE00,2059,573172,573172,15093,15093,338720,338720
EE00,2060,573172,573172,15093,15093,338720,338720
EE00,2061,573172,573172,15093,15093,338720,338720
EE00,2062,573172,573172,15093,15093,338720,338720
EE00,2063,573172,573172,15093,15093,338720,338720
EE00,2064,573172,573172,15093,15093,338720,338720
EE00,2065,573172,573172,15093,15093,338720,338720
EE00,2066,573172,573172,15093,15093,338720,338720
EE00,2067,573172,573172,15093,15093,338720,338720
EE00,2068,573172,573172,15093,15093,338720,338720
EE00,2069,573172,573172,15093,15093,338720,338720
EE00,2070,573172,573172,15093,15093,338720,338720
