ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-100175;-100181;-100209;-100260;-100334;-100382;-100409;-100467
0.85;-100115;-100118;-100135;-100164;-100209;-100240;-100260;-100297
0.9;-100076;-100079;-100091;-100110;-100137;-100156;-100169;-100193
0.91;-100071;-100073;-100084;-100101;-100128;-100144;-100156;-100177
0.92;-100067;-100069;-100078;-100094;-100118;-100134;-100144;-100164
0.93;-100063;-100065;-100073;-100086;-100109;-100125;-100134;-100151
0.94;-100058;-100060;-100069;-100080;-100101;-100116;-100125;-100141
0.95;-100055;-100056;-100064;-100074;-100093;-100107;-100116;-100131
0.96;-100051;-100053;-100060;-100070;-100086;-100099;-100107;-100122
0.97;-100047;-100049;-100056;-100067;-100080;-100092;-100099;-100113
0.98;-100044;-100046;-100053;-100062;-100075;-100085;-100092;-100104
0.99;-100040;-100042;-100049;-100058;-100071;-100079;-100085;-100097
1;-100037;-100039;-100046;-100055;-100067;-100074;-100080;-100090
1.01;-100034;-100036;-100042;-100051;-100063;-100070;-100075;-100084
1.02;-100032;-100033;-100039;-100048;-100059;-100067;-100070;-100078
1.03;-100030;-100031;-100036;-100045;-100055;-100063;-100067;-100073
1.04;-100027;-100029;-100033;-100041;-100052;-100059;-100063;-100069
1.05;-100025;-100026;-100031;-100038;-100049;-100055;-100059;-100066
1.06;-100023;-100024;-100029;-100035;-100045;-100052;-100056;-100062
1.07;-100022;-100023;-100027;-100033;-100042;-100049;-100052;-100058
1.08;-100020;-100021;-100025;-100030;-100039;-100045;-100049;-100055
1.09;-100019;-100020;-100023;-100028;-100036;-100042;-100046;-100052
1.1;-100018;-100018;-100022;-100026;-100034;-100039;-100043;-100048
1.15;-100013;-100013;-100016;-100019;-100023;-100027;-100030;-100034
1.2;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
