ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;470001;0;0;0;0;0;0;0
0.85;470002;0;0;0;0;0;0;0
0.9;470005;0;0;0;0;0;0;0
0.91;470006;0;0;0;0;0;0;0
0.92;470006;0;0;0;0;0;0;0
0.93;470007;0;0;0;0;0;0;0
0.94;470009;0;0;0;0;0;0;0
0.95;470011;0;0;0;0;0;0;0
0.96;470013;0;0;0;0;0;0;0
0.97;470017;0;0;0;0;0;0;0
0.98;470020;0;0;0;0;0;0;0
0.99;470023;0;0;0;0;0;0;0
1;470028;0;0;0;0;0;0;0
1.01;470032;0;0;0;0;0;0;0
1.02;470039;0;0;0;0;0;0;0
1.03;470050;0;0;0;0;0;0;0
1.04;470068;0;0;0;0;0;0;0
1.05;470113;0;0;0;0;0;0;0
1.06;470185;0;0;0;0;0;0;0
1.07;470277;0;0;0;0;0;0;0
1.08;470470;0;0;0;0;0;0;0
1.09;470869;0;0;0;0;0;0;0
1.1;471431;0;0;0;0;0;0;0
1.15;484264;0;0;0;0;0;0;0
1.2;509602;0;0;0;0;0;0;0
