ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-100106;-100106;-100112;-51249;-100127;-100144;-100205;-100297
0.85;-100015;-100015;-100017;-49995;-100022;-100026;-100041;-100061
0.9;-50002;-100000;-100000;0;-100000;-100000;-100001;-100004
0.91;-50000;-50000;-100000;0;-100000;-100000;-100001;-100002
0.92;-50000;-50000;-50000;0;0;0;-100000;-100000
0.93;0;0;0;0;0;0;-50000;-100000
0.94;0;0;0;0;0;0;0;0
0.95;0;0;0;0;0;0;0;0
0.96;0;0;0;0;0;0;0;0
0.97;0;0;0;0;0;0;0;0
0.98;0;0;0;0;0;0;0;0
0.99;0;0;0;0;0;0;0;0
1;0;0;0;0;0;0;0;0
1.01;0;0;0;0;0;0;0;0
1.02;0;0;0;0;0;0;0;0
1.03;0;0;0;0;0;0;0;0
1.04;0;0;0;0;0;0;0;0
1.05;0;0;0;0;0;0;0;0
1.06;0;0;0;0;0;0;0;0
1.07;0;0;0;0;0;0;0;0
1.08;0;0;0;0;0;0;0;0
1.09;0;0;0;0;0;0;0;0
1.1;0;0;0;0;0;0;0;0
1.15;0;0;0;0;0;0;0;0
1.2;0;0;0;0;0;0;0;0
