ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-126973;-141357;-156393;0;-175216;-231249;-234999;-241249
0.85;-104360;-106328;-108177;0;-114055;-129375;-146343;-180464
0.9;-100287;-100756;-101174;0;-101350;-103078;-104685;-107285
0.91;-100071;-100334;-100662;0;-100780;-101900;-103324;-105279
0.92;-100017;-100091;-100265;0;-60966;-101036;-102210;-103643
0.93;-100001;-100019;-100059;0;-8201;-100527;-101384;-102471
0.94;-77427;-95916;-100011;0;0;-100150;-100728;-101513
0.95;-50641;-63232;-72573;0;0;-100038;-100331;-100934
0.96;-50010;-50213;-50933;0;0;-87578;-100058;-100437
0.97;0;-50007;-50013;0;0;-54741;-85292;-100097
0.98;0;0;-2;0;0;-50800;-70542;-100025
0.99;0;0;0;0;0;-50015;-50625;-77407
1;0;0;0;0;0;0;-50027;-53782
1.01;0;0;0;0;0;0;0;-50053
1.02;0;0;0;0;0;0;0;0
1.03;0;0;0;0;0;0;0;0
1.04;0;0;0;0;0;0;0;0
1.05;0;0;0;0;0;0;0;0
1.06;0;0;0;0;0;0;0;0
1.07;0;0;0;0;0;0;0;0
1.08;0;0;0;0;0;0;0;0
1.09;0;0;0;0;0;0;0;0
1.1;0;0;0;0;0;0;0;0
1.15;0;0;0;0;0;0;0;0
1.2;0;0;0;0;0;0;0;0
