ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-104230;-105683;-109329;-116074;-133863;-157681;-195465;-217510
0.85;-100987;-101418;-102354;-104196;-109818;-122726;-146775;-187475
0.9;-100285;-100392;-100611;-101064;-102681;-106369;-117837;-143120
0.91;-100224;-100310;-100490;-100799;-102024;-104971;-113657;-136711
0.92;-100171;-100245;-100379;-100634;-101565;-104028;-110857;-130543
0.93;-100133;-100188;-100304;-100513;-101183;-103200;-108451;-124881
0.94;-100103;-100148;-100243;-100404;-100911;-102368;-106518;-119955
0.95;-100090;-100113;-100187;-100320;-100711;-101827;-105118;-115503
0.96;-100076;-100095;-100148;-100258;-100581;-101427;-104165;-112094
0.97;-100062;-100083;-100113;-100204;-100471;-101095;-103375;-109638
0.98;-100051;-100069;-100095;-100161;-100370;-100857;-102546;-107404
0.99;-100042;-100057;-100083;-100125;-100302;-100682;-101955;-105845
1;-100034;-100047;-100070;-100100;-100245;-100561;-101543;-104730
1.01;-100028;-100038;-100058;-100089;-100191;-100458;-101208;-103860
1.02;-100023;-100032;-100047;-100075;-100153;-100363;-100951;-103094
1.03;-100018;-100026;-100039;-100062;-100120;-100299;-100753;-102345
1.04;-100015;-100021;-100032;-100052;-100099;-100244;-100622;-101841
1.05;-100012;-100017;-100027;-100043;-100088;-100192;-100513;-101471
1.06;-100010;-100014;-100021;-100036;-100075;-100155;-100417;-101153
1.07;-100008;-100012;-100017;-100030;-100063;-100123;-100336;-100923
1.08;-100007;-100010;-100015;-100024;-100052;-100101;-100280;-100739
1.09;-100005;-100008;-100012;-100020;-100044;-100090;-100230;-100620
1.1;-100005;-100006;-100010;-100016;-100037;-100078;-100183;-100514
1.15;-100001;-100002;-100004;-100006;-100014;-100033;-100077;-100191
1.2;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
