ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-100043;-100046;-100052;-100058;-100062;-100068;-100073;-100084
0.85;-100021;-100023;-100026;-100029;-100031;-100034;-100038;-100044
0.9;-100009;-100010;-100012;-100014;-100015;-100017;-100019;-100023
0.91;-100007;-100008;-100010;-100012;-100013;-100015;-100017;-100020
0.92;-100006;-100006;-100008;-100010;-100011;-100012;-100014;-100017
0.93;-100005;-100005;-100007;-100008;-100009;-100011;-100012;-100015
0.94;-100004;-100004;-100005;-100007;-100007;-100009;-100010;-100013
0.95;-100003;-100004;-100004;-100005;-100006;-100007;-100008;-100011
0.96;-100003;-100003;-100004;-100004;-100005;-100006;-100007;-100009
0.97;-100002;-100002;-100003;-100004;-100004;-100005;-100006;-100007
0.98;-100002;-100002;-100002;-100003;-100003;-100004;-100005;-100006
0.99;-100001;-100001;-100002;-100002;-100003;-100003;-100004;-100005
1;-100001;-100001;-100002;-100002;-100002;-100003;-100003;-100004
1.01;-76817;-100001;-100001;-100002;-100002;-100002;-100003;-100003
1.02;-52882;-56317;-100001;-100001;-100001;-100002;-100002;-100003
1.03;0;-50331;-55939;-100001;-100001;-100001;-100002;-100002
1.04;0;0;-50283;-54991;-75020;-100001;-100001;-100002
1.05;0;0;0;-22905;-52945;-56377;-100000;-100001
1.06;0;0;0;0;0;-54519;-57924;-100001
1.07;0;0;0;0;0;0;-54439;-95220
1.08;0;0;0;0;0;0;0;-55761
1.09;0;0;0;0;0;0;0;0
1.1;0;0;0;0;0;0;0;0
1.15;0;0;0;0;0;0;0;0
1.2;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
