ArableDemandFactor;P2015;P2020;P2025;P2030;P2035;P2040;P2045;P2050
0.8;-100144;-100150;-100162;-100172;-100155;-100181;-100186;-100202
0.85;-100081;-100086;-100096;-100105;-100097;-100113;-100118;-100132
0.9;-100048;-100051;-100057;-100062;-100059;-100066;-100069;-100077
0.91;-100043;-100046;-100051;-100056;-100053;-100060;-100063;-100069
0.92;-100039;-100041;-100046;-100051;-100047;-100055;-100057;-100064
0.93;-100035;-100037;-100042;-100045;-100043;-100049;-100052;-100058
0.94;-100032;-100034;-100038;-100041;-100039;-100044;-100047;-100053
0.95;-100029;-100031;-100034;-100037;-100035;-100040;-100042;-100048
0.96;-100026;-100028;-100031;-100034;-100032;-100037;-100038;-100043
0.97;-100024;-100026;-100028;-100031;-100029;-100033;-100035;-100039
0.98;-100021;-100023;-100026;-100028;-100027;-100030;-100032;-100036
0.99;-100018;-100020;-100024;-100026;-100025;-100028;-100029;-100032
1;-100016;-100018;-100021;-100023;-100022;-100025;-100027;-100030
1.01;-100014;-100016;-100018;-100021;-100020;-100023;-100024;-100027
1.02;-100013;-100014;-100016;-100018;-100017;-100020;-100022;-100025
1.03;-100011;-100012;-100014;-100016;-100015;-100018;-100019;-100023
1.04;-100010;-100011;-100013;-100014;-100014;-100016;-100017;-100020
1.05;-100008;-100010;-100011;-100013;-100013;-100014;-100015;-100017
1.06;-100007;-100008;-100010;-100011;-100011;-100013;-100013;-100015
1.07;-100006;-100007;-100009;-100010;-100009;-100011;-100012;-100013
1.08;-100005;-100006;-100007;-100009;-100008;-100010;-100010;-100012
1.09;-100004;-100005;-100006;-100007;-100007;-100008;-100009;-100010
1.1;-100003;-100004;-100005;-100006;-100006;-100007;-100008;-100009
1.15;-100001;-100001;-100001;-100002;-100001;-100002;-100003;-100003
1.2;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10;1E+10
