Label;count
Forest land remaining Forest land;3461941
Cropland remaining Cropland;1859860
Cropland converted to Grassland;646
Cropland converted to Artificial land;11992
Cropland converted to Residual land;1235
Grassland remaining Grassland;675916
Grassland converted to Artificial land;7347
Grassland converted to Residual land;9
Artificial land remaining Artificial land;103755
Residual land remaining Residual land;8767
