Label;count
Forest land remaining Forest land;785184
Forest land converted to Artificial land;713
Cropland remaining Cropland;1205632
Cropland converted to Grassland;12807
Cropland converted to Artificial land;236244
Grassland converted to Cropland;9
Grassland remaining Grassland;379396
Grassland converted to Artificial land;11272
Artificial land remaining Artificial land;597416
Residual land remaining Residual land;16104
