Label;count
Forest land remaining Forest land;4237164
Cropland converted to Forest land;3
Cropland remaining Cropland;5146482
Cropland converted to Grassland;42283
Cropland converted to Artificial land;136541
Grassland converted to Cropland;200
Grassland remaining Grassland;392972
Grassland converted to Artificial land;17219
Artificial land remaining Artificial land;465639
Residual land remaining Residual land;433182
