ZoneID;Arable_Min;Arable_Max;Arable_slack;Arable_alloc;Arable_Price;Pastures_Min;Pastures_Max;Pastures_slack;Pastures_alloc;Pastures_Price;PermanentCrops_Min;PermanentCrops_Max;PermanentCrops_slack;PermanentCrops_alloc;PermanentCrops_Price;NewEnergyCrops_Min;NewEnergyCrops_Max;NewEnergyCrops_slack;NewEnergyCrops_alloc;NewEnergyCrops_Price;
CY00;125758;128298;0.0099978;128298;-506632;2531;4209;0.248961;2531;80971;37957;52687;0.162504;40058;0;118;182;0.213333;182;-298659

"DiscrAlloc completed for 14 tiles with a total magnified suitability of 120687602704 over 886106 land units = 136199.961070 per land unit, which is optimal"
