Label;count
Forest land remaining Forest land;2201470
Forest land converted to Artificial land;236
Cropland remaining Cropland;2041246
Cropland converted to Artificial land;5456
Grassland converted to Cropland;1
Grassland remaining Grassland;269955
Grassland converted to Artificial land;665
Artificial land remaining Artificial land;268157
Residual land remaining Residual land;41789
