ZoneID;Arable_Min;Arable_Max;Arable_slack;Arable_alloc;Arable_Price;Pastures_Min;Pastures_Max;Pastures_slack;Pastures_alloc;Pastures_Price;PermanentCrops_Min;PermanentCrops_Max;PermanentCrops_slack;PermanentCrops_alloc;PermanentCrops_Price;NewEnergyCrops_Min;NewEnergyCrops_Max;NewEnergyCrops_slack;NewEnergyCrops_alloc;NewEnergyCrops_Price;
MT00;9034;9216;0.0099726;9216;-101544;85;625;0.760563;85;400000;0;913;1;913;-949991;0;0;;0;0

"DiscrAlloc completed with a total magnified suitability of 1026143609 over 29197 land units = 35145.515258 per land unit, which is optimal"
