ZoneID;Arable_Min;Arable_Max;Arable_slack;Arable_alloc;Arable_Price;Pastures_Min;Pastures_Max;Pastures_slack;Pastures_alloc;Pastures_Price;PermanentCrops_Min;PermanentCrops_Max;PermanentCrops_slack;PermanentCrops_alloc;PermanentCrops_Price;NewEnergyCrops_Min;NewEnergyCrops_Max;NewEnergyCrops_slack;NewEnergyCrops_alloc;NewEnergyCrops_Price;
DK00;2231547;2276628;0.00999983;2276628;-100000;191700;195573;0.0100007;191700;100000;6516;6647;0.00995214;6647;-524992;0;0;;0;0

"DiscrAlloc completed for 63 tiles with a total magnified suitability of 119429784120 over 4096476 land units = 29154.274093 per land unit, which is optimal"
