Label;count
Forest land remaining Forest land;2780044
Forest land converted to Artificial land;3517
Cropland converted to Forest land;868708
Cropland remaining Cropland;2710219
Cropland converted to Grassland;44634
Cropland converted to Artificial land;53863
Grassland converted to Forest land;5514
Grassland remaining Grassland;797082
Grassland converted to Artificial land;6490
Artificial land remaining Artificial land;457941
Residual land remaining Residual land;27593
