ZoneID;Arable_Min;Arable_Max;Arable_slack;Arable_alloc;Arable_Price;Pastures_Min;Pastures_Max;Pastures_slack;Pastures_alloc;Pastures_Price;PermanentCrops_Min;PermanentCrops_Max;PermanentCrops_slack;PermanentCrops_alloc;PermanentCrops_Price;NewEnergyCrops_Min;NewEnergyCrops_Max;NewEnergyCrops_slack;NewEnergyCrops_alloc;NewEnergyCrops_Price;
EL11;357798;365027;0.010001;358704;0;13388;13659;0.0100196;13659;-100000;24974;25479;0.0100093;24974;100000;0;0;;0;0
EL12;643054;656045;0.01;656045;-100000;0;0;;0;0;158388;161587;0.00999766;158388;100000;0;0;;0;0
EL13;131158;133807;0.00999755;133807;-100180;17100;17445;0.00998697;17100;99999;4281;4368;0.010059;4368;-100000;0;0;;0;0
EL14;368700;376149;0.0100007;376149;-100006;12782;13041;0.0100298;12782;99999;13478;13751;0.0100261;13751;-100000;0;0;;0;0
EL21;52974;54045;0.0100076;52974;528790;4365;4454;0.0100918;4365;573745;19081;19466;0.00998781;19081;75187;0;0;;0;0
EL22;54995;56106;0.00999991;56106;-12943;4320;4407;0.00996906;4407;-78213;23939;24422;0.00998739;23939;100000;0;0;;0;-3029
EL23;263200;268517;0.00999968;263852;0;11765;12002;0.00997181;11765;99999;92112;93973;0.0100008;92112;100000;0;0;;0;-41879
EL24;290910;296787;0.0100001;295085;0;35326;36039;0.00999089;36039;-100000;84737;86448;0.00999503;84737;100000;0;0;;0;0
EL25;352772;359899;0.0100004;352772;530283;36590;37329;0.00999743;36590;100000;271001;276476;0.0100004;271001;700000;0;0;;0;0
EL30;95285;97210;0.0100003;97210;-100000;8429;8600;0.0100417;8429;92960;90801;92636;0.0100034;90801;400000;0;0;;0;0
EL41;55730;56855;0.00999245;56855;-415590;8277;8444;0.00998744;8444;-100000;56742;57889;0.010006;57889;-115898;0;0;;0;-303976
EL42;27344;27897;0.0100107;27897;-57427;11773;12010;0.0099651;12010;-102147;28536;29113;0.0100088;28742;0;0;0;;0;-6973
EL43;158761;161968;0.0099991;161968;-168247;34039;34726;0.00999055;34039;102364;226436;231011;0.0100012;231011;-100000;0;0;;0;-106040

"DiscrAlloc completed for 191 tiles with a total magnified suitability of 717867243183 over 12505037 land units = 57406.247033 per land unit, which is optimal"
