Label;count
Forest land remaining Forest land;592435
Forest land converted to Cropland;3
Forest land converted to Artificial land;889
Cropland remaining Cropland;3082326
Cropland converted to Grassland;20965
Cropland converted to Artificial land;6015
Grassland remaining Grassland;68958
Artificial land remaining Artificial land;253219
Residual land remaining Residual land;71666
