Label;count
Forest land remaining Forest land;1216681
Forest land converted to Artificial land;97
Cropland remaining Cropland;570664
Cropland converted to Grassland;4811
Cropland converted to Artificial land;16
Grassland remaining Grassland;103213
Artificial land remaining Artificial land;56282
Residual land remaining Residual land;23836
