Label;count
Forest land remaining Forest land;369004
Forest land converted to Cropland;4944
Forest land converted to Grassland;4
Forest land converted to Artificial land;1238
Cropland remaining Cropland;1352368
Cropland converted to Grassland;1265
Cropland converted to Artificial land;32154
Grassland converted to Cropland;9681
Grassland remaining Grassland;979598
Grassland converted to Artificial land;12154
Artificial land remaining Artificial land;404418
Residual land converted to Cropland;6221
Residual land converted to Grassland;3001
Residual land converted to Artificial land;183
Residual land remaining Residual land;72190
