"Region","Year","ForestAreaOriginal","ForestsMatMin","ForestsMatMax","ForestsYoMin","ForestsYoMax"
"AT",2000,3837999.5,2686599,4989399,0,0
"AT",2001,3844235.58906,2690964,4997506,0,0
"AT",2002,3850471.67812,2695330,5005613,0,0
"AT",2003,3856707.76718,2699695,5013720,0,0
"AT",2004,3862943.85624,2704060,5021827,0,0
"AT",2005,3869179.9453,2708425,5029933,0,0
"AT",2006,3873082.41092,2711157,5035007,0,0
"AT",2007,3876984.87654,2713889,5040080,0,0
"AT",2008,3880887.34216,2716621,5045153,0,0
"AT",2009,3884789.80778,2719352,5050226,0,0
"AT",2010,3888692.2734,2722084,5055299,0,0
"AT",2011,3889491.97498,2722644,5056339,0,0
"AT",2012,3890291.67656,2723204,5057379,0,0
"AT",2013,3891091.37814,2723763,5058418,0,0
"AT",2014,3891891.07972,2724323,5059458,0,0
"AT",2015,3892690.7813,2724883,5060498,0,0
"AT",2016,3898501.68442,2728951,5068052,0,0
"AT",2017,3904312.58754,2733018,5075606,0,0
"AT",2018,3910123.49066,2737086,5083160,0,0
"AT",2019,3915934.39378,2741154,5090714,0,0
"AT",2020,3921745.2969,2745221,5098268,0,0
"AT",2021,3929825.1219,2750877,5108772,0,0
"AT",2022,3937904.9469,2756533,5119276,0,0
"AT",2023,3945984.7719,2762189,5129780,0,0
"AT",2024,3954064.5969,2767845,5140283,0,0
"AT",2025,3962144.4219,2773501,5150787,0,0
"AT",2026,3969642.61252,2778749,5160535,0,0
"AT",2027,3977140.80314,2783998,5170283,0,0
"AT",2028,3984638.99376,2789247,5180030,0,0
"AT",2029,3992137.18438,2794496,5189778,0,0
"AT",2030,3999635.375,2799744,5199525,0,0
"AT",2031,3999503.225,2799652,5199354,0,0
"AT",2032,3999371.075,2799559,5199182,0,0
"AT",2033,3999238.925,2799467,5199010,0,0
"AT",2034,3999106.775,2799374,5198838,0,0
"AT",2035,3998974.625,2799282,5198667,0,0
"AT",2036,3998874.825,2799212,5198537,0,0
"AT",2037,3998775.025,2799142,5198407,0,0
"AT",2038,3998675.225,2799072,5198277,0,0
"AT",2039,3998575.425,2799002,5198148,0,0
"AT",2040,3998475.625,2798932,5198018,0,0
"AT",2041,3998397.775,2798878,5197917,0,0
"AT",2042,3998319.925,2798823,5197815,0,0
"AT",2043,3998242.075,2798769,5197714,0,0
"AT",2044,3998164.225,2798714,5197613,0,0
"AT",2045,3998086.375,2798660,5197512,0,0
"AT",2046,3997783.075,2798448,5197117,0,0
"AT",2047,3997479.775,2798235,5196723,0,0
"AT",2048,3997176.475,2798023,5196329,0,0
"AT",2049,3996873.175,2797811,5195935,0,0
"AT",2050,3996569.875,2797598,5195540,0,0
"AT",2051,3996556.925,2797589,5195524,0,0
"AT",2052,3996543.975,2797580,5195507,0,0
"AT",2053,3996531.025,2797571,5195490,0,0
"AT",2054,3996518.075,2797562,5195473,0,0
"AT",2055,3996505.125,2797553,5195456,0,0
"AT",2056,3996496.475,2797547,5195445,0,0
"AT",2057,3996487.825,2797541,5195434,0,0
"AT",2058,3996479.175,2797535,5195422,0,0
"AT",2059,3996470.525,2797529,5195411,0,0
"AT",2060,3996461.875,2797523,5195400,0,0
"AT",2061,3996428.775,2797500,5195357,0,0
"AT",2062,3996395.675,2797476,5195314,0,0
"AT",2063,3996362.575,2797453,5195271,0,0
"AT",2064,3996329.475,2797430,5195228,0,0
"AT",2065,3996296.375,2797407,5195185,0,0
"AT",2066,3996258.425,2797380,5195135,0,0
"AT",2067,3996220.475,2797354,5195086,0,0
"AT",2068,3996182.525,2797327,5195037,0,0
"AT",2069,3996144.575,2797301,5194987,0,0
"AT",2070,3996106.625,2797274,5194938,0,0
