Region,Year,ForestAreaOriginal,ForestsMatMin,ForestsMatMax,ForestsYoMin,ForestsYoMax
FI,2000,22368578,15658004,29079151,0,999000000
FI,2001,22351479.81,15646035,29056923,0,999000000
FI,2002,22334381.62,15634067,29034696,0,999000000
FI,2003,22317283.43,15622098,29012468,0,999000000
FI,2004,22300185.25,15610129,28990240,0,999000000
FI,2005,22283087.06,15598160,28968013,0,999000000
FI,2006,22268860.46,15588202,28949518,0,999000000
FI,2007,22254633.86,15578243,28931024,0,999000000
FI,2008,22240407.26,15568285,28912529,0,999000000
FI,2009,22226180.66,15558326,28894034,0,999000000
FI,2010,22211954.05,15548367,28875540,0,999000000
FI,2011,22204003.4,15542802,28865204,0,999000000
FI,2012,22196052.75,15537236,28854868,0,999000000
FI,2013,22188102.1,15531671,28844532,0,999000000
FI,2014,22180151.45,15526106,28834196,0,999000000
FI,2015,22172200.8,15520540,28823861,0,999000000
FI,2016,22166819.83,15516773,28816865,0,999000000
FI,2017,22161438.86,15513007,28809870,0,999000000
FI,2018,22156057.89,15509240,28802875,0,999000000
FI,2019,22150676.92,15505473,28795879,0,999000000
FI,2020,22145295.95,15501707,28788884,0,999000000
FI,2021,22143481.39,15500436,28786525,0,999000000
FI,2022,22141666.82,15499166,28784166,0,999000000
FI,2023,22139852.26,15497896,28781807,0,999000000
FI,2024,22138037.7,15496626,28779449,0,999000000
FI,2025,22136223.13,15495356,28777090,0,999000000
FI,2026,22136782.71,15495747,28777817,0,999000000
FI,2027,22137342.29,15496139,28778544,0,999000000
FI,2028,22137901.87,15496531,28779272,0,999000000
FI,2029,22138461.45,15496923,28779999,0,999000000
FI,2030,22139021.03,15497314,28780727,0,999000000
FI,2031,22141639.75,15499147,28784131,0,999000000
FI,2032,22144258.48,15500980,28787536,0,999000000
FI,2033,22146877.2,15502814,28790940,0,999000000
FI,2034,22149495.92,15504647,28794344,0,999000000
FI,2035,22152114.65,15506480,28797749,0,999000000
FI,2036,22156337.23,15509436,28803238,0,999000000
FI,2037,22160559.81,15512391,28808727,0,999000000
FI,2038,22164782.4,15515347,28814217,0,999000000
FI,2039,22169004.98,15518303,28819706,0,999000000
FI,2040,22173227.56,15521259,28825195,0,999000000
FI,2041,22177966.94,15524576,28831357,0,999000000
FI,2042,22182706.32,15527894,28837518,0,999000000
FI,2043,22187445.7,15531211,28843679,0,999000000
FI,2044,22192185.07,15534529,28849840,0,999000000
FI,2045,22196924.45,15537847,28856001,0,999000000
FI,2046,22201874.77,15541312,28862437,0,999000000
FI,2047,22206825.1,15544777,28868872,0,999000000
FI,2048,22211775.42,15548242,28875308,0,999000000
FI,2049,22216725.74,15551708,28881743,0,999000000
FI,2050,22221676.06,15555173,28888178,0,999000000
FI,2051,22226732.59,15558712,28894752,0,999000000
FI,2052,22231789.11,15562252,28901325,0,999000000
FI,2053,22236845.64,15565791,28907899,0,999000000
FI,2054,22241902.16,15569331,28914472,0,999000000
FI,2055,22246958.69,15572871,28921046,0,999000000
FI,2056,22252096.04,15576467,28927724,0,999000000
FI,2057,22257233.39,15580063,28934403,0,999000000
FI,2058,22262370.74,15583659,28941081,0,999000000
FI,2059,22267508.09,15587255,28947760,0,999000000
FI,2060,22272645.44,15590851,28954439,0,999000000
FI,2061,22277842.18,15594489,28961194,0,999000000
FI,2062,22283038.93,15598127,28967950,0,999000000
FI,2063,22288235.67,15601764,28974706,0,999000000
FI,2064,22293432.41,15605402,28981462,0,999000000
FI,2065,22298629.16,15609040,28988217,0,999000000
FI,2066,22303867.87,15612707,28995028,0,999000000
FI,2067,22309106.58,15616374,29001838,0,999000000
FI,2068,22314345.29,15620041,29008648,0,999000000
FI,2069,22319584.01,15623708,29015459,0,999000000
FI,2070,22324822.72,15627375,29022269,0,999000000
