Region,Year,ForestAreaOriginal,ForestsMatMin,ForestsMatMax,ForestsYoMin,ForestsYoMax
CY,2000,171600.2344,120120,223080,0,999000000
CY,2001,171396.9728,119977,222816,0,999000000
CY,2002,171193.7112,119835,222551,0,999000000
CY,2003,170990.4495,119693,222287,0,999000000
CY,2004,170787.1879,119551,222023,0,999000000
CY,2005,170583.9263,119408,221759,0,999000000
CY,2006,170510.8568,119357,221664,0,999000000
CY,2007,170437.7872,119306,221569,0,999000000
CY,2008,170364.7177,119255,221474,0,999000000
CY,2009,170291.6481,119204,221379,0,999000000
CY,2010,170218.5786,119153,221284,0,999000000
CY,2011,170310.7039,119217,221403,0,999000000
CY,2012,170402.8292,119281,221523,0,999000000
CY,2013,170494.9544,119346,221643,0,999000000
CY,2014,170587.0797,119410,221763,0,999000000
CY,2015,170679.205,119475,221882,0,999000000
CY,2016,170771.727,119540,222003,0,999000000
CY,2017,170864.2489,119604,222123,0,999000000
CY,2018,170956.7709,119669,222243,0,999000000
CY,2019,171049.2928,119734,222364,0,999000000
CY,2020,171141.8148,119799,222484,0,999000000
CY,2021,171163.5127,119814,222512,0,999000000
CY,2022,171185.2106,119829,222540,0,999000000
CY,2023,171206.9084,119844,222568,0,999000000
CY,2024,171228.6063,119860,222597,0,999000000
CY,2025,171250.3042,119875,222625,0,999000000
CY,2026,171294.0704,119905,222682,0,999000000
CY,2027,171337.8366,119936,222739,0,999000000
CY,2028,171381.6029,119967,222796,0,999000000
CY,2029,171425.3691,119997,222852,0,999000000
CY,2030,171469.1353,120028,222909,0,999000000
CY,2031,171523.6623,120066,222980,0,999000000
CY,2032,171578.1893,120104,223051,0,999000000
CY,2033,171632.7162,120142,223122,0,999000000
CY,2034,171687.2432,120181,223193,0,999000000
CY,2035,171741.7702,120219,223264,0,999000000
CY,2036,171827.9451,120279,223376,0,999000000
CY,2037,171914.12,120339,223488,0,999000000
CY,2038,172000.2948,120400,223600,0,999000000
CY,2039,172086.4697,120460,223712,0,999000000
CY,2040,172172.6446,120520,223824,0,999000000
CY,2041,172266.2242,120586,223946,0,999000000
CY,2042,172359.8038,120651,224067,0,999000000
CY,2043,172453.3833,120717,224189,0,999000000
CY,2044,172546.9629,120782,224311,0,999000000
CY,2045,172640.5425,120848,224432,0,999000000
CY,2046,172733.7763,120913,224553,0,999000000
CY,2047,172827.0101,120978,224675,0,999000000
CY,2048,172920.2439,121044,224796,0,999000000
CY,2049,173013.4777,121109,224917,0,999000000
CY,2050,173106.7115,121174,225038,0,999000000
CY,2051,173199.9005,121239,225159,0,999000000
CY,2052,173293.0894,121305,225281,0,999000000
CY,2053,173386.2784,121370,225402,0,999000000
CY,2054,173479.4673,121435,225523,0,999000000
CY,2055,173572.6563,121500,225644,0,999000000
CY,2056,173665.9248,121566,225765,0,999000000
CY,2057,173759.1934,121631,225886,0,999000000
CY,2058,173852.4619,121696,226008,0,999000000
CY,2059,173945.7305,121762,226129,0,999000000
CY,2060,174038.999,121827,226250,0,999000000
CY,2061,174132.315,121892,226372,0,999000000
CY,2062,174225.631,121957,226493,0,999000000
CY,2063,174318.9471,122023,226614,0,999000000
CY,2064,174412.2631,122088,226735,0,999000000
CY,2065,174505.5791,122153,226857,0,999000000
CY,2066,174598.9334,122219,226978,0,999000000
CY,2067,174692.2877,122284,227099,0,999000000
CY,2068,174785.642,122349,227221,0,999000000
CY,2069,174878.9963,122415,227342,0,999000000
CY,2070,174972.3506,122480,227464,0,999000000
